trade_id,timestamp,symbol,direction,status,outcome,risk_tier,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,rejection_reason
458,2026-08-07 17:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.33,3.0,0.99,0.42,0.8,0.13,0.68,1.0,0.01,0.0,0.0,0.0,0.01,131.7,0.0,
459,2026-08-07 19:30:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.36,3.8,8.85,0.42,0.8,0.37,0.31,2.0,0.18,0.01,0.01,0.02,0.16,131.87,0.0,
460,2026-08-07 19:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.47,0.42,0.8,0.09,0.37,8.0,0.2,0.0,0.0,0.0,0.19,132.06,0.0,
461,2026-08-07 19:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.98,3.8,7.43,0.42,0.8,0.22,0.18,7.0,0.52,0.01,0.01,0.01,0.51,132.57,0.0,
462,2026-08-07 19:45:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.49,0.42,0.8,0.21,0.32,7.0,0.17,0.0,0.0,0.0,0.17,132.74,0.0,
463,2026-08-07 20:15:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.49,0.42,0.8,0.2,0.56,4.0,0.1,0.0,0.0,0.0,0.1,132.83,0.0,
464,2026-08-07 21:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.49,0.42,0.8,0.2,0.33,9.0,0.22,0.0,0.0,0.0,0.22,133.05,0.0,
465,2026-08-07 22:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.49,0.42,0.8,0.2,0.42,1.0,0.02,0.0,0.0,0.0,0.02,133.07,0.0,
466,2026-08-07 22:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.16,0.18,8.0,0.2,0.0,0.0,0.0,0.2,133.27,0.0,
467,2026-08-07 22:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.16,0.12,6.0,0.15,0.0,0.0,0.0,0.15,133.41,0.0,
468,2026-08-07 22:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.03,0.06,0.0,0.0,0.0,0.0,0.0,-0.0,133.41,0.0,
469,2026-08-07 23:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.0,0.06,0.0,0.0,0.0,0.0,0.0,-0.0,133.4,0.01,
470,2026-08-07 23:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.01,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,133.4,0.01,
471,2026-08-07 23:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.0,0.1,1.0,0.03,0.0,0.0,0.0,0.02,133.42,0.0,
472,2026-08-07 23:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.5,0.42,0.8,0.1,0.25,10.0,0.25,0.0,0.0,0.0,0.25,133.66,0.0,
473,2026-08-08 00:30:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.67,3.8,10.02,1.94,0.8,2.32,0.15,1.94,0.19,0.01,0.01,0.02,0.18,133.84,0.0,
474,2026-08-08 01:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.51,0.42,0.8,0.01,0.1,0.0,0.0,0.0,0.0,0.0,-0.0,133.84,0.0,
475,2026-08-08 01:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.68,3.8,10.04,1.94,0.8,2.43,0.21,1.94,0.2,0.01,0.01,0.02,0.18,134.01,0.0,
476,2026-08-08 01:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.68,2.9,7.81,3.43,1.03,4.05,0.14,3.43,0.27,0.01,0.01,0.01,0.25,134.27,0.0,
477,2026-08-08 02:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.52,0.42,0.8,0.02,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,134.26,0.0,
478,2026-08-08 02:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.01,3.8,7.55,0.42,0.8,0.22,0.04,5.0,0.38,0.01,0.01,0.01,0.36,134.63,0.0,
479,2026-08-08 03:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.52,0.42,0.8,0.12,0.18,2.0,0.05,0.0,0.0,0.0,0.05,134.67,0.0,
480,2026-08-08 07:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.53,0.42,0.8,0.03,0.17,0.0,0.0,0.0,0.0,0.0,-0.0,134.67,0.0,
481,2026-08-08 07:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.53,0.42,0.8,0.02,0.09,1.0,0.03,0.0,0.0,0.0,0.02,134.69,0.0,
482,2026-08-08 08:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.53,0.42,0.8,0.05,0.07,4.0,0.1,0.0,0.0,0.0,0.1,134.78,0.0,
483,2026-08-08 08:45:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.7,3.8,10.11,0.42,0.8,0.51,0.03,0.43,0.04,0.01,0.01,0.02,0.02,134.81,0.0,
484,2026-08-08 11:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.67,3.8,2.53,0.42,0.8,0.07,0.12,2.0,0.05,0.0,0.0,0.0,0.05,134.86,0.0,
485,2026-08-08 12:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.42,3.8,9.06,0.42,0.8,0.28,0.01,7.0,0.63,0.01,0.01,0.02,0.62,135.47,0.0,
486,2026-08-08 18:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.71,3.8,10.16,0.58,0.8,0.77,0.16,0.58,0.06,0.01,0.01,0.02,0.04,135.51,0.0,
487,2026-08-08 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.42,3.8,9.06,0.42,0.8,0.45,0.08,0.43,0.04,0.01,0.01,0.02,0.02,135.54,0.0,
488,2026-08-08 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.54,0.42,0.8,0.04,0.09,3.0,0.08,0.0,0.0,0.0,0.07,135.61,0.0,
489,2026-08-08 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.71,3.8,10.17,1.05,0.8,1.48,0.3,1.05,0.11,0.01,0.01,0.02,0.09,135.7,0.0,
490,2026-08-08 19:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.54,0.42,0.8,0.03,0.37,1.0,0.03,0.0,0.0,0.0,0.02,135.72,0.0,
491,2026-08-08 20:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.54,0.42,0.8,0.16,0.5,5.0,0.13,0.0,0.0,0.0,0.12,135.84,0.0,
492,2026-08-08 20:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.55,0.42,0.8,0.03,0.06,0.0,0.0,0.0,0.0,0.0,-0.0,135.83,0.0,
493,2026-08-08 21:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.72,3.8,10.19,0.42,0.8,0.49,0.06,0.43,0.04,0.01,0.01,0.02,0.02,135.86,0.0,
494,2026-08-08 22:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.55,0.42,0.8,0.24,0.29,11.0,0.28,0.0,0.0,0.0,0.28,136.14,0.0,
495,2026-08-09 04:00:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.72,3.8,10.21,1.94,0.8,2.29,0.29,1.94,0.2,0.01,0.01,0.02,0.18,136.32,0.0,
496,2026-08-09 06:15:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.56,0.42,0.8,0.22,0.29,3.0,0.08,0.0,0.0,0.0,0.07,136.39,0.0,
497,2026-08-09 06:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.44,3.8,9.17,0.42,0.8,0.37,0.24,6.0,0.55,0.01,0.01,0.02,0.53,136.92,0.0,
498,2026-08-09 06:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.68,3.8,2.57,0.42,0.8,0.14,0.38,5.0,0.13,0.0,0.0,0.0,0.12,137.04,0.0,
499,2026-08-09 07:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.57,0.42,0.8,0.16,0.09,4.0,0.1,0.0,0.0,0.0,0.1,137.14,0.0,
500,2026-08-09 08:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.74,3.8,10.29,0.48,0.8,0.6,0.18,0.48,0.05,0.01,0.01,0.02,0.03,137.17,0.0,
501,2026-08-09 09:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.57,0.42,0.8,0.02,0.08,1.0,0.03,0.0,0.0,0.0,0.02,137.19,0.0,
502,2026-08-09 09:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.57,0.42,0.8,0.03,0.24,0.0,0.0,0.0,0.0,0.0,-0.0,137.19,0.0,
503,2026-08-09 09:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.57,0.42,0.8,0.04,0.38,0.0,0.0,0.0,0.0,0.0,-0.0,137.19,0.01,
504,2026-08-09 09:45:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.57,0.42,0.8,0.08,0.26,1.0,0.03,0.0,0.0,0.0,0.02,137.21,0.0,
505,2026-08-09 09:45:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.74,3.8,10.29,0.55,0.8,0.65,0.1,0.55,0.06,0.01,0.01,0.02,0.04,137.24,0.0,
506,2026-08-09 10:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.74,3.8,10.29,0.67,0.8,0.87,0.16,0.67,0.07,0.01,0.01,0.02,0.05,137.3,0.0,
507,2026-08-09 11:45:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.75,3.8,10.3,0.67,0.8,0.86,0.16,0.67,0.07,0.01,0.01,0.02,0.05,137.35,0.0,
508,2026-08-09 12:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.58,0.42,0.8,0.01,0.13,0.0,0.0,0.0,0.0,0.0,-0.0,137.34,0.0,
509,2026-08-09 13:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.06,3.8,7.73,0.42,0.8,0.38,0.13,11.0,0.85,0.01,0.01,0.01,0.84,138.18,0.0,
510,2026-08-09 18:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.07,3.8,7.77,0.42,0.8,0.22,0.24,8.0,0.62,0.01,0.01,0.01,0.61,138.78,0.0,
511,2026-08-09 18:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.6,0.42,0.8,0.08,0.42,0.0,0.0,0.0,0.0,0.0,-0.0,138.78,0.0,
512,2026-08-09 19:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.6,0.42,0.8,0.09,0.36,5.0,0.13,0.0,0.0,0.0,0.13,138.91,0.0,
513,2026-08-09 20:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.6,0.42,0.8,0.04,0.62,0.0,0.0,0.0,0.0,0.0,-0.0,138.9,0.0,
514,2026-08-09 21:15:00+00:00,XRPUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,138.90099097634405,,High Risk + Low Quality + Low Profit
515,2026-08-09 21:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.52,1.5,0.78,0.42,0.94,0.47,0.89,0.43,0.0,0.0,0.0,0.0,0.0,138.9,0.0,
516,2026-08-09 21:30:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.78,3.8,10.42,0.55,0.8,0.66,0.55,0.55,0.06,0.01,0.01,0.02,0.04,138.94,0.0,
517,2026-08-09 22:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.35,3.0,1.04,0.42,0.8,0.1,0.67,0.0,0.0,0.0,0.0,0.0,-0.0,138.94,0.0,
518,2026-08-09 22:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.69,3.8,2.61,0.42,0.8,0.31,0.56,8.0,0.21,0.0,0.0,0.0,0.2,139.14,0.0,
519,2026-08-09 22:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.7,1.5,1.04,1.3,0.84,1.53,0.77,1.3,0.01,0.0,0.0,0.0,0.01,139.16,0.0,
520,2026-08-09 22:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.78,3.8,10.44,0.58,0.8,0.79,0.46,0.58,0.06,0.01,0.01,0.02,0.04,139.2,0.0,
521,2026-08-09 22:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.78,3.8,10.44,0.71,0.8,0.91,0.36,0.71,0.07,0.01,0.01,0.02,0.06,139.25,0.0,
522,2026-08-09 23:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,0.35,3.0,1.04,0.48,0.8,0.6,0.72,0.48,0.0,0.0,0.0,0.0,0.0,139.26,0.0,
523,2026-08-10 02:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.09,3.8,7.83,0.42,0.8,0.23,0.46,0.0,0.0,0.01,0.01,0.01,-0.01,139.24,0.01,
524,2026-08-10 02:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.61,0.42,0.8,0.14,0.59,0.0,0.0,0.0,0.0,0.0,-0.0,139.24,0.01,
525,2026-08-10 02:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.61,0.42,0.8,0.03,0.38,0.0,0.0,0.0,0.0,0.0,-0.0,139.23,0.02,
526,2026-08-10 02:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.35,3.0,1.04,0.42,0.8,0.04,0.69,0.0,0.0,0.0,0.0,0.0,-0.0,139.23,0.02,
527,2026-08-10 03:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.61,0.42,0.8,0.09,0.32,1.0,0.03,0.0,0.0,0.0,0.02,139.25,0.0,
528,2026-08-10 04:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.61,0.42,0.8,0.07,0.34,0.0,0.0,0.0,0.0,0.0,-0.0,139.25,0.01,
529,2026-08-10 05:30:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.78,3.8,10.44,0.42,0.8,0.49,0.18,0.43,0.04,0.01,0.01,0.02,0.03,139.27,0.0,
530,2026-08-10 05:30:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.36,0.42,0.8,0.44,0.34,0.43,0.04,0.01,0.01,0.02,0.02,139.3,0.0,
531,2026-08-10 05:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.61,0.42,0.8,0.33,0.27,15.0,0.39,0.0,0.0,0.0,0.39,139.68,0.0,
532,2026-08-10 05:45:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.5,3.8,9.39,0.42,0.8,0.48,0.37,0.43,0.04,0.01,0.01,0.02,0.02,139.71,0.0,
533,2026-08-10 05:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.5,3.8,9.39,0.42,0.8,0.38,0.14,7.0,0.66,0.01,0.01,0.02,0.64,140.35,0.0,
534,2026-08-10 09:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.81,3.8,10.53,2.03,0.8,2.81,0.14,2.03,0.21,0.01,0.01,0.02,0.19,140.54,0.0,
535,2026-08-10 09:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.81,3.8,10.54,2.03,0.8,2.62,0.26,2.03,0.21,0.01,0.01,0.02,0.2,140.74,0.0,
536,2026-08-10 09:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.81,3.8,10.56,1.61,0.8,1.92,0.28,1.61,0.17,0.01,0.01,0.02,0.15,140.89,0.0,
537,2026-08-10 09:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.64,0.42,0.8,0.05,0.63,1.0,0.03,0.0,0.0,0.0,0.02,140.91,0.0,
538,2026-08-10 11:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.64,0.42,0.8,0.04,0.2,0.0,0.0,0.0,0.0,0.0,-0.0,140.9,0.0,
539,2026-08-10 11:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.64,0.42,0.8,0.13,0.37,3.0,0.08,0.0,0.0,0.0,0.07,140.98,0.0,
540,2026-08-10 11:45:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.7,3.8,2.64,0.42,0.8,0.1,0.58,1.0,0.03,0.0,0.0,0.0,0.02,141.0,0.0,
541,2026-08-10 12:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.51,3.8,9.42,0.48,0.8,0.64,0.3,0.48,0.04,0.01,0.01,0.02,0.03,141.03,0.0,
542,2026-08-10 12:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.82,3.8,10.58,1.05,0.8,1.38,0.3,1.05,0.11,0.01,0.01,0.02,0.09,141.12,0.0,
543,2026-08-10 19:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.65,0.42,0.8,0.16,0.52,4.0,0.11,0.0,0.0,0.0,0.1,141.22,0.0,
544,2026-08-10 20:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.65,0.42,0.8,0.29,0.31,2.0,0.05,0.0,0.0,0.0,0.05,141.27,0.0,
545,2026-08-10 22:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.52,3.8,9.44,0.42,0.8,0.34,0.21,0.0,0.0,0.01,0.01,0.02,-0.02,141.25,0.01,
546,2026-08-10 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.65,0.42,0.8,0.07,0.27,1.0,0.03,0.0,0.0,0.0,0.02,141.27,0.0,
547,2026-08-10 23:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.83,3.8,10.6,0.42,0.8,0.55,0.16,0.43,0.05,0.01,0.01,0.02,0.03,141.3,0.0,
548,2026-08-10 23:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.65,0.42,0.8,0.13,0.29,1.0,0.03,0.0,0.0,0.0,0.02,141.32,0.0,
549,2026-08-11 00:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.83,3.8,10.6,0.55,0.8,0.7,0.14,0.55,0.06,0.01,0.01,0.02,0.04,141.36,0.0,
550,2026-08-11 01:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.65,0.42,0.8,0.22,0.31,11.0,0.29,0.0,0.0,0.0,0.29,141.65,0.0,
551,2026-08-11 01:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.01,0.18,0.0,0.0,0.0,0.0,0.0,-0.0,141.64,0.0,
552,2026-08-11 01:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.05,0.13,0.0,0.0,0.0,0.0,0.0,-0.0,141.64,0.01,
553,2026-08-11 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.18,0.15,6.0,0.16,0.0,0.0,0.0,0.15,141.79,0.0,
554,2026-08-11 03:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.08,0.53,0.0,0.0,0.0,0.0,0.0,-0.0,141.79,0.0,
555,2026-08-11 04:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.08,0.12,0.0,0.0,0.0,0.0,0.0,-0.0,141.78,0.01,
556,2026-08-11 04:30:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.84,3.8,10.63,0.87,0.8,1.18,0.06,0.87,0.09,0.01,0.01,0.02,0.07,141.86,0.0,
557,2026-08-11 05:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.5,0.38,0.43,0.01,0.0,0.0,0.0,0.01,141.86,0.0,
558,2026-08-11 05:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.19,0.3,8.0,0.21,0.0,0.0,0.0,0.21,142.07,0.0,
559,2026-08-11 05:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.04,0.31,0.0,0.0,0.0,0.0,0.0,-0.0,142.07,0.0,
560,2026-08-11 05:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.66,0.42,0.8,0.19,0.22,6.0,0.16,0.0,0.0,0.0,0.16,142.22,0.0,
561,2026-08-11 05:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.84,3.8,10.67,1.22,0.8,1.71,0.34,1.22,0.13,0.01,0.01,0.02,0.11,142.33,0.0,
562,2026-08-11 08:15:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.85,3.8,10.67,0.55,0.8,0.71,0.02,0.55,0.06,0.01,0.01,0.02,0.04,142.37,0.0,
563,2026-08-11 08:30:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.85,3.8,10.68,0.82,0.8,1.03,0.22,0.82,0.09,0.01,0.01,0.02,0.07,142.44,0.0,
564,2026-08-11 10:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.14,3.8,8.01,0.42,0.8,0.51,0.55,0.43,0.03,0.01,0.01,0.01,0.02,142.46,0.0,
565,2026-08-11 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.67,0.42,0.8,0.15,0.38,2.0,0.05,0.0,0.0,0.0,0.05,142.51,0.0,
566,2026-08-11 12:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.67,0.42,0.8,0.12,0.57,3.0,0.08,0.0,0.0,0.0,0.08,142.58,0.0,
567,2026-08-11 13:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.71,3.8,2.67,0.42,0.8,0.24,0.6,1.0,0.03,0.0,0.0,0.0,0.02,142.6,0.0,
568,2026-08-11 13:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.85,3.8,10.7,1.05,0.8,1.5,0.1,1.05,0.11,0.01,0.01,0.02,0.09,142.7,0.0,
569,2026-08-11 14:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,1.43,3.0,4.28,1.05,0.8,1.34,0.69,1.05,0.04,0.0,0.0,0.01,0.04,142.73,0.0,
